iter	RMSE
169	0.006389903575
170	0.006280165513
171	0.006162723913
172	0.006120931201
173	0.006074225631
174	0.006037674117
175	0.005939408206
176	0.005801758203
177	0.005764688343
178	0.005725488408
179	0.005683024665
180	0.005659627184
181	0.005617193396
182	0.005501274652
183	0.005470372806
184	0.005384389825
185	0.005283497065
186	0.00525401811
187	0.005170498288
188	0.005083156281
189	0.005056541585
190	0.00498148749
191	0.004919817786
192	0.004898254215
193	0.004822071743
194	0.004799705639
195	0.004728571835
196	0.004695815754
197	0.00467329366
198	0.004634632809
199	0.004581665221
200	0.00456248368
201	0.004497134736
202	0.004475309504
203	0.004445899904
204	0.00443236422
205	0.004372935489
206	0.00435492964
207	0.004309185829
208	0.004251544073
209	0.004233742705
210	0.004197525638
211	0.004172900385
212	0.004122527333
213	0.004104855555
214	0.004084128016
215	0.004045053424
216	0.004027050602
217	0.003996534908
218	0.003982123868
219	0.003959305432
220	0.003930582602
221	0.00388415417
222	0.003869569185
223	0.003835736246
224	0.003826492594
225	0.003807164508
226	0.003765795034
227	0.003751901496
228	0.003725180104
229	0.003710478201
230	0.003692922541
231	0.003654317617
232	0.003641037042
233	0.003629694431
234	0.003600188936
235	0.003587641372
236	0.003562620582
237	0.00354533584
238	0.003538550132
239	0.00349826227
240	0.003474212401
241	0.00345235085
242	0.003442159951
243	0.003421252741
244	0.003403721051
245	0.003392487197
246	0.00338188201
247	0.003361785639
248	0.003327114085
249	0.003306858864
250	0.003296222538
251	0.003257203369
252	0.00324842872
253	0.003229579913
254	0.003217799026
255	0.003182165778
256	0.003173503374
257	0.003157755003
258	0.003148700888
259	0.003134285322
260	0.003116828201
261	0.0031090754
262	0.003100838899
263	0.003082166463
264	0.003074693681
265	0.003043094448
266	0.00303187294
267	0.003017519317
268	0.003008841211
269	0.002991785854
270	0.002978351013
271	0.002962206342
272	0.00295739222
273	0.002948532846
274	0.002918230827
275	0.002911345925
276	0.002897455473
277	0.002885212577
278	0.002877687119
279	0.002870429913
280	0.002844233108
281	0.002836923003
282	0.002819186366
283	0.002810914396
284	0.002799147335
285	0.002791345681
286	0.002764745621
287	0.002737515794
288	0.002713280503
289	0.002706352079
290	0.002690121279
291	0.002678813226
292	0.00266566816
293	0.002659023939
294	0.002636337906
295	0.002629504205
296	0.002622899274
297	0.002619026403
298	0.002597104235
299	0.00258177425
300	0.002574296475
301	0.002552637996
302	0.002540944527
303	0.002535074779
304	0.002515007605
305	0.002508193115
306	0.002502353453
307	0.002479863667
308	0.002460546395
309	0.002446729072
310	0.002440017929
311	0.002429873345
312	0.002416764008
313	0.002397585969
314	0.002390953682
315	0.002385354407
316	0.002368261146
317	0.002362493419
318	0.002343386962
319	0.002337388227
320	0.002331030557
321	0.002319316275
322	0.002313820784
323	0.002297744375
324	0.002281428668
325	0.002276475223
326	0.002263861895
327	0.002258746865
328	0.002252584
329	0.002236308626
330	0.0022260176
331	0.002206571338
332	0.002185999284
333	0.002180912684
334	0.002175258755
335	0.002160878638
336	0.002149912617
337	0.0021468798
338	0.002141729359
339	0.002137072437
340	0.002124625545
341	0.002113606871
342	0.002098294122
343	0.00208421009
344	0.002077741237
345	0.002064149081
346	0.002058661263
347	0.002053360372
348	0.002048787425
349	0.002030466187
350	0.002025694316
351	0.002012055863
352	0.002007029861
353	0.001996439917
354	0.001985166123
355	0.001975860269
356	0.001956192643
357	0.001951438409
358	0.001939241347
359	0.001934307389
360	0.001916122962
361	0.0019112317
362	0.001907095486
363	0.001894841947
364	0.001878754361
365	0.001874221114
366	0.001871727098
367	0.001861357421
368	0.001857724404
369	0.001839863735
370	0.001827547535
371	0.001822957706
372	0.001811896629
373	0.001807165875
374	0.00179805046
375	0.001782611121
376	0.001778722373
377	0.001764506642
378	0.001749574697
379	0.00173822186
380	0.001733951373
381	0.0017261364
382	0.001708764838
383	0.001704251559
384	0.001695756648
385	0.001691695459
386	0.001682627241
387	0.001674119635
388	0.001670796039
389	0.001660683949
390	0.001656207434
391	0.001641722893
392	0.001637474578
393	0.001628391095
394	0.001624069984
395	0.001610455702
396	0.001606924746
397	0.001597629536
398	0.001593955109
399	0.001586924851
400	0.001574083908
401	0.001570961622
402	0.001561896617
403	0.001558485391
404	0.001549640872
405	0.001545219874
406	0.001537659703
407	0.001533579895
408	0.001527157945
409	0.001514778612
410	0.001511063814
411	0.001504218842
412	0.001502236655
413	0.001496156921
414	0.001483713611
415	0.001479973777
416	0.001472177054
417	0.00146532624
418	0.001460804862
419	0.001449962499
420	0.001442520036
421	0.001427492237
422	0.001423538914
423	0.001422017755
424	0.001411928679
425	0.001408743031
426	0.001400774798
427	0.001393532667
428	0.00137934047
429	0.001375687428
430	0.001366393779
431	0.001359512622
432	0.001356151719
433	0.001352124717
434	0.001349122148
435	0.001342104107
436	0.001335795331
437	0.001324394935
438	0.001313643777
439	0.0013082224
440	0.001296528944
441	0.001293449294
442	0.001286852
443	0.001283392948
444	0.001277381563
445	0.001273943912
446	0.001263489294
447	0.001260679685
448	0.001254321909
449	0.001251467208
450	0.00125012614
451	0.00124409303
452	0.001235509014
453	0.00123260883
454	0.001226820093
455	0.001207831478
456	0.001202701551
457	0.001201158413
458	0.001193886602
459	0.001187947101
460	0.001184953846
461	0.001179530148
462	0.001176760291
463	0.001167760215
464	0.001153002042
465	0.001151764991
466	0.001146035201
467	0.001136851686
468	0.001130816537
469	0.001127959363
470	0.001122533625
471	0.001119714701
472	0.001115578051
473	0.001102512283
474	0.001096614905
475	0.001088375682
476	0.001080856488
477	0.001075853042
478	0.001070896117
479	0.0010680827
480	0.001058990827
481	0.001056335183
482	0.001044795288
483	0.001040496366
484	0.001035141168
485	0.001028481081
486	0.001025585033
487	0.001020909748
488	0.001018094006
489	0.001010359627
490	0.001006054344
491	0.001003304721
492	0.0009991465383
493	0.000996488055
494	0.0009952316315
495	0.0009900240794
496	0.0009855691167
497	0.0009789548942
498	0.000973459578
499	0.0009708828807
500	0.0009642751731
501	0.0009616693816
502	0.0009576559309
503	0.0009551529315
504	0.000953934848
505	0.0009500734762
506	0.0009454318446
507	0.0009417012026
508	0.0009390991606
509	0.0009353342239
510	0.0009313227765
511	0.0009280235558
512	0.0009256704733
513	0.0009220187608
514	0.0009197016102
515	0.0009174921522
516	0.0009164115319
517	0.0009086383695
518	0.0009047779687
519	0.000901112158
520	0.0008946982832
521	0.0008907803334
522	0.0008859283925
523	0.000882564903
524	0.0008802312868
525	0.0008764383722
526	0.0008731463726
527	0.0008693212915
528	0.0008668839891
529	0.0008637523049
530	0.0008614863778
531	0.0008579952523
532	0.0008547401731
533	0.0008493485987
534	0.000845912801
535	0.0008429605218
536	0.0008388633762
537	0.0008358216285
538	0.0008327168507
539	0.0008316437535
540	0.000829599955
541	0.0008247227923
542	0.0008222243153
543	0.0008190709804
544	0.0008125638051
545	0.0008039649121
546	0.0008014463233
547	0.0007960767946
548	0.0007890861954
549	0.0007870320593
550	0.0007781405833
551	0.0007724020504
552	0.0007650755394
553	0.0007603550842
554	0.0007594016763
555	0.0007582547175
556	0.0007542900884
557	0.0007479418036
558	0.0007459187342
559	0.000740173381
560	0.0007380802561
561	0.0007342432364
562	0.0007304993999
563	0.0007270737495
564	0.0007221526098
565	0.0007202080117
566	0.0007162677911
567	0.0007120177504
568	0.0007057212925
569	0.0007006654023
570	0.00069873248
571	0.0006959218279
572	0.0006928244154
573	0.0006910177732
574	0.0006901346488
575	0.0006868411169
576	0.0006850886213
577	0.0006814757779
578	0.0006781830004
579	0.0006745589262
580	0.0006728290242
581	0.0006701223041
582	0.0006656421741
583	0.0006628181064
584	0.0006596823086
585	0.0006580455819
586	0.0006549678327
587	0.0006541526491
588	0.0006532459759
589	0.0006491354457
590	0.0006461991345
591	0.0006429151291
592	0.0006375310639
593	0.0006328413429
594	0.0006299735594
595	0.0006271507936
596	0.0006244620729
597	0.0006208356392
598	0.000620024895
599	0.000617264644
600	0.0006148124641
601	0.0006121863897
602	0.0006092330168
603	0.0006075582237
604	0.0006048176472
605	0.0006013170682
606	0.0005988000931
607	0.0005971467882
608	0.0005963803532
609	0.0005932816222
610	0.0005908852544
611	0.000585187938
612	0.0005837327319
613	0.000579070343
614	0.0005752210884
615	0.0005729766288
616	0.0005721384383
617	0.0005714553362
618	0.0005676906622
619	0.0005668787367
620	0.0005645021672
621	0.0005611997794
622	0.0005583071859
623	0.0005560809005
624	0.0005550001053
625	0.0005535988976
626	0.0005494591414
627	0.0005480135169
628	0.0005455256639
629	0.0005431122944
630	0.0005417311287
631	0.0005409194544
632	0.0005382514539
633	0.0005348785773
634	0.0005333528431
635	0.0005313140843
636	0.0005306720921
637	0.0005300659718
638	0.0005281248864
639	0.0005273540526
640	0.0005250954772
641	0.0005236617745
642	0.0005230601423
643	0.0005218671864
644	0.0005195098912
645	0.000517280159
646	0.0005146861477
647	0.0005124476759
648	0.0005102420033
649	0.0005081741222
650	0.0005068481658
651	0.0005049066445
652	0.0005036929294
653	0.0005009105294
654	0.0004997909022
655	0.0004978397517
656	0.0004967466865
657	0.0004922464815
658	0.0004909456162
659	0.0004903119439
660	0.000489803957
661	0.0004864415305
662	0.0004845535756
663	0.0004833892277
664	0.0004827194193
665	0.0004821556671
666	0.0004800591938
667	0.0004769297508
668	0.0004762219595
669	0.0004742343817
670	0.0004731619055
671	0.00047027288
672	0.000468562718
673	0.0004675594581
674	0.0004628201139
675	0.0004602293591
676	0.0004596293043
677	0.0004557457176
678	0.0004534479623
679	0.0004512729789
680	0.0004493876114
681	0.0004461585925
682	0.0004439811542
683	0.0004421110175
684	0.0004416329504
685	0.00043988601
686	0.0004381889229
687	0.0004342879866
688	0.0004337326251
689	0.0004331049651
690	0.0004313266013
691	0.0004307072803
692	0.0004282022713
693	0.0004271115015
694	0.0004254828823
695	0.0004244915643
696	0.0004229762898
697	0.0004209838646
698	0.0004179706919
699	0.0004169119734
700	0.000414984371
701	0.0004134284604
702	0.0004112917582
703	0.0004102567467
704	0.0004097938541
705	0.0004092798667
706	0.0004087186304
707	0.0004071896866
708	0.0004066110173
709	0.0004061801416
710	0.0004032341522
711	0.0004027764297
712	0.0004009582138
713	0.0004005165681
714	0.0003978061055
715	0.0003962298043
716	0.0003947057136
717	0.0003932333329
718	0.0003928454517
719	0.0003911397886
720	0.0003906357928
721	0.0003901601375
722	0.0003893048383
723	0.0003878065379
724	0.0003869197448
725	0.0003860387089
726	0.0003841431708
727	0.0003825812861
728	0.0003812421745
729	0.0003793340966
730	0.0003767595255
731	0.0003742154402
732	0.0003737592041
733	0.0003722310231
734	0.00037005343
735	0.0003691419099
736	0.0003687785615
737	0.0003668704777
738	0.0003647788994
739	0.0003625133343
740	0.000362104848
741	0.000360487278
742	0.000359592255
743	0.0003572767398
744	0.0003564814749
745	0.0003550060148
746	0.0003542286726
747	0.000351593441
748	0.000350869116
749	0.0003491592539
750	0.0003477252439
751	0.00034680489
752	0.0003453131564
753	0.0003449219571
754	0.0003445197999
755	0.0003440485764
756	0.0003428165095
757	0.0003409851038
758	0.0003390085722
759	0.0003381756059
760	0.0003365713439
761	0.0003353033222
762	0.0003337904372
763	0.0003329800991
764	0.0003325308362
765	0.0003321419628
766	0.0003295875055
767	0.0003282184472
768	0.0003278560227
769	0.0003257444382
770	0.0003241859787
771	0.0003228584267
772	0.0003215976157
773	0.0003208809733
774	0.0003204940013
775	0.0003191731101
776	0.0003175605722
777	0.0003167444292
778	0.0003156540127
779	0.0003149099696
780	0.0003136047829
781	0.0003125594801
782	0.00031176853
783	0.0003113438128
784	0.0003096666937
785	0.0003092997786
786	0.0003088211502
787	0.0003075953934
788	0.0003072535061
789	0.0003061543625
790	0.0003058234351
791	0.0003047855546
792	0.000303717363
793	0.0003022034967
794	0.0003012263297
795	0.0003005364228
796	0.0002993899573
797	0.0002981901769
798	0.0002974804671
799	0.0002958223323
800	0.0002948551215
801	0.0002944503793
802	0.0002940836467
803	0.0002936346921
804	0.0002930758291
805	0.000292089031
806	0.0002901094509
807	0.0002892835979
808	0.0002882379857
809	0.0002873495024
810	0.0002859016214
811	0.0002848581089
812	0.0002838114992
813	0.0002830934152
814	0.0002827154582
815	0.000281100949
816	0.0002802753178
817	0.0002779611618
818	0.0002770486471
819	0.0002762927802
820	0.0002759514474
821	0.0002755285498
822	0.0002746733561
823	0.0002743854646
824	0.0002741047287
825	0.0002737395741
826	0.0002728786625
827	0.0002721637405
828	0.0002711686286
829	0.0002703569686
830	0.0002696367882
831	0.0002683406433
832	0.0002669247979
833	0.0002662500669
834	0.0002659092646
835	0.0002649320354
836	0.0002627330942
837	0.000262015446
838	0.0002612962613
839	0.0002604593976
840	0.0002598100998
841	0.0002595078375
842	0.0002586608154
843	0.0002573268585
844	0.0002567108421
845	0.0002559906919
846	0.0002556597504
847	0.0002553964481
848	0.0002550271712
849	0.0002540732937
850	0.0002534287059
851	0.00025282553
852	0.0002519449755
853	0.0002513588837
854	0.0002495609824
855	0.0002488058078
856	0.0002481191213
857	0.0002472088953
858	0.0002465612135
859	0.0002462980851
860	0.0002459357755
861	0.0002452267064
862	0.0002440152881
863	0.0002434210141
864	0.0002431059065
865	0.0002418930307
866	0.000241261304
867	0.0002407122064
868	0.0002401204346
869	0.000239268356
870	0.0002387031478
871	0.0002370058472
872	0.0002364929693
873	0.0002356814818
874	0.0002351097771
875	0.0002348242928
876	0.0002335503978
877	0.0002328636647
878	0.0002316898312
879	0.0002313075631
880	0.0002309883077
881	0.0002304203451
882	0.0002296323051
883	0.0002290780958
884	0.0002275118528
885	0.0002268714061
886	0.0002261275717
887	0.0002255967319
888	0.0002249673445
889	0.0002242338747
890	0.0002239383911
891	0.0002236831861
